Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
nergiz,2023-07-08 21:35:09,00:00:09,,Ada ve Maestro: 1. Sezon: Dua (Bölüm 3),,iPad Air 2 WiFi,00:43:37,00:43:37,TR (Turkey)
nergiz,2023-07-08 21:27:02,00:01:36,Autoplayed: user action: None; ,2. Sezon (Fragman): Güneşin Karanlığında,TRAILER,iPad Air 2 WiFi,00:01:36,00:01:36,TR (Turkey)
nergiz,2023-07-08 19:47:13,00:47:13,,Güneşin Karanlığında: 2. Sezon: Şüphe (Bölüm 5),,iPad Air 2 WiFi,00:47:00,00:47:00,TR (Turkey)
nergiz,2023-07-08 18:59:22,00:45:00,,Güneşin Karanlığında: 2. Sezon: Kanıt (Bölüm 4),,iPad Air 2 WiFi,00:44:48,00:44:48,TR (Turkey)
nergiz,2023-07-08 18:32:53,00:24:18,,Güneşin Karanlığında: 2. Sezon: Çıkar Çatışmaları (Bölüm 3),,iPad Air 2 WiFi,00:51:38,00:51:38,TR (Turkey)
nergiz,2023-07-06 21:35:48,00:29:28,,Güneşin Karanlığında: 2. Sezon: Çıkar Çatışmaları (Bölüm 3),,iPad Air 2 WiFi,00:28:59,Not latest view,TR (Turkey)
nergiz,2023-07-06 20:07:31,00:48:36,,Güneşin Karanlığında: 2. Sezon: Yükümlülükler (Bölüm 2),,iPad Air 2 WiFi,00:46:05,00:46:05,TR (Turkey)
nergiz,2023-07-06 19:35:51,00:00:08,,Güneşin Karanlığında: 2. Sezon: Yükümlülükler (Bölüm 2),,iPad Air 2 WiFi,00:00:09,Not latest view,TR (Turkey)
nergiz,2023-07-06 18:46:49,00:48:20,,Güneşin Karanlığında: 2. Sezon: Mesleki Etik İlkeleri (Bölüm 1),,iPad Air 2 WiFi,00:47:38,00:47:38,TR (Turkey)
nergiz,2023-07-06 18:39:50,00:02:41,,1. Sezon (Özet): Güneşin Karanlığında,RECAP,iPad Air 2 WiFi,00:02:31,00:02:31,TR (Turkey)
nergiz,2023-07-04 19:23:10,00:00:57,Autoplayed: user action: None; ,The Witcher Season 3 Volume 2 Teaser,TEASER_TRAILER,iPad Air 2 WiFi,00:00:57,00:00:57,TR (Turkey)
nergiz,2023-07-04 18:00:42,00:48:05,,The Witcher: 3. Sezon: İllüzyon Sanatı (Bölüm 5),,iPad Air 2 WiFi,00:45:52,00:45:52,TR (Turkey)
nergiz,2023-07-04 16:52:39,00:52:59,,The Witcher: 3. Sezon: Davetiye (Bölüm 4),,iPad Air 2 WiFi,00:50:09,00:50:09,TR (Turkey)
nergiz,2023-07-03 07:55:07,00:00:20,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Sahte Profil,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:20,00:00:20,TR (Turkey)
nergiz,2023-06-29 20:29:08,00:00:27,Autoplayed: user action: None; ,The Witcher: 3. Sezon: Davetiye (Bölüm 4),,Chrome PC (Cadmium),00:00:33,Not latest view,TR (Turkey)
nergiz,2023-06-29 19:16:31,00:56:56,,The Witcher: 3. Sezon: Yeniden Buluşma (Bölüm 3),,Chrome PC (Cadmium),00:56:14,00:56:14,TR (Turkey)
nergiz,2023-06-29 18:48:12,00:24:34,,The Witcher: 3. Sezon: Ayrılma (Bölüm 2),,Chrome PC (Cadmium),00:52:37,00:52:37,TR (Turkey)
nergiz,2023-06-29 16:55:19,00:40:42,,The Witcher: 3. Sezon: Ayrılma (Bölüm 2),,Chrome PC (Cadmium),00:37:42,Not latest view,TR (Turkey)
nergiz,2023-06-29 16:08:38,00:42:47,,The Witcher: 3. Sezon: Shaerrawedd (Bölüm 1),,Chrome PC (Cadmium),00:57:55,Not latest view,TR (Turkey)
nergiz,2023-06-29 15:11:01,00:20:22,,The Witcher: 3. Sezon: Shaerrawedd (Bölüm 1),,Chrome PC (Cadmium),00:19:09,Not latest view,TR (Turkey)
nergiz,2023-06-29 15:07:22,00:03:36,,Özet: The Witcher,RECAP,Chrome PC (Cadmium),00:03:36,00:03:36,TR (Turkey)
nergiz,2023-06-29 15:07:01,00:00:17,,The Last Thing He Wanted,,Chrome PC (Cadmium),01:48:14,01:48:14,TR (Turkey)
nergiz,2023-06-29 15:06:02,00:00:45,Autoplayed: user action: None; ,The Invisible Guardian - CLM 1,HOOK,Chrome PC (Cadmium),00:00:45,00:00:45,TR (Turkey)
nergiz,2023-06-29 15:04:42,00:01:06,Autoplayed: user action: None; ,High Crimes_hook_03_16x9,HOOK,Chrome PC (Cadmium),00:01:06,00:01:06,TR (Turkey)
nergiz,2023-06-29 15:04:19,00:00:32,Autoplayed: user action: None; ,Kan ve Altın (Kısa Video): Kan ve Altın,HOOK,Chrome PC (Cadmium),00:00:32,00:00:32,TR (Turkey)
nergiz,2023-06-29 15:04:09,00:00:07,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Vorteks,HOOK,Chrome PC (Cadmium),00:00:07,Not latest view,TR (Turkey)
nergiz,2023-06-29 13:36:49,00:01:00,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Vorteks,HOOK,Chrome PC (Cadmium),00:01:00,00:01:00,TR (Turkey)
nergiz,2023-06-29 12:46:44,00:49:30,,Derin Komplo: Mini Dizi: İtiraflar (Bölüm 6),,Chrome PC (Cadmium),00:48:57,00:48:57,TR (Turkey)
nergiz,2023-06-29 11:44:57,00:55:24,,Derin Komplo: Mini Dizi: Derine İnmek (Bölüm 5),,Chrome PC (Cadmium),00:50:13,00:50:13,TR (Turkey)
nergiz,2023-06-29 11:01:19,00:43:33,,Derin Komplo: Mini Dizi: Arkadaşlık (Bölüm 4),,Chrome PC (Cadmium),00:47:42,00:47:42,TR (Turkey)
nergiz,2023-06-29 10:00:05,00:06:16,,Derin Komplo: Mini Dizi: Arkadaşlık (Bölüm 4),,Chrome PC (Cadmium),00:05:32,Not latest view,TR (Turkey)
nergiz,2023-06-29 08:53:56,00:46:34,,Derin Komplo: Mini Dizi: Bağlantı (Bölüm 3),,Chrome PC (Cadmium),00:44:27,00:44:27,TR (Turkey)
nergiz,2023-06-29 07:55:52,00:53:56,,Derin Komplo: Mini Dizi: Sürpriz! (Bölüm 2),,Chrome PC (Cadmium),00:50:21,00:50:21,TR (Turkey)
nergiz,2023-06-29 07:03:29,00:50:55,,Derin Komplo: Mini Dizi: Tedirginlik (Bölüm 1),,Chrome PC (Cadmium),00:50:55,00:50:55,TR (Turkey)
nergiz,2023-06-29 07:03:18,00:00:06,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Derin Komplo,HOOK,Chrome PC (Cadmium),00:00:06,Not latest view,TR (Turkey)
nergiz,2023-06-29 07:02:56,00:00:11,Autoplayed: user action: None; ,Fragman: Derin Komplo,TRAILER,Chrome PC (Cadmium),00:00:11,00:00:11,TR (Turkey)
nergiz,2023-06-29 07:02:42,00:00:11,,Extraction,,Chrome PC (Cadmium),01:47:51,01:47:51,TR (Turkey)
nergiz,2023-06-29 07:01:36,00:01:03,Autoplayed: user action: None; ,Extraction_VAR2-CLIP_CHARACTER,HOOK,Chrome PC (Cadmium),00:01:03,00:01:03,TR (Turkey)
nergiz,2023-06-29 07:01:13,00:00:07,,Gerçeğin Peşinde,,Chrome PC (Cadmium),01:11:33,01:11:33,TR (Turkey)
nergiz,2023-06-29 07:00:36,00:00:13,,Arka Bahçe,,Chrome PC (Cadmium),00:27:36,00:27:36,TR (Turkey)
nergiz,2023-06-29 05:02:19,01:38:20,,Gerçeğin Peşinde,,Chrome PC (Cadmium),01:36:07,Not latest view,TR (Turkey)
nergiz,2023-06-29 05:02:11,00:01:02,Autoplayed: user action: None; ,6. Sezon (Kısa Video): Black Mirror,HOOK,Chrome PC (Cadmium),00:01:02,00:01:02,TR (Turkey)
nergiz,2023-06-26 18:37:40,01:54:57,,Extraction 2,,iPad Air 2 WiFi,01:51:17,01:51:17,TR (Turkey)
nergiz,2023-06-26 18:30:04,00:03:57,,Interceptor,,iPad Air 2 WiFi,01:14:23,Not latest view,TR (Turkey)
nergiz,2023-06-02 16:52:09,00:01:09,,Interceptor,,iPad Air 2 WiFi,00:00:03,Not latest view,TR (Turkey)
nergiz,2023-06-01 15:35:36,01:27:36,,Önemsiz Biri,,iPad Air 2 WiFi,01:26:57,01:26:57,TR (Turkey)
nergiz,2023-05-25 19:53:05,00:00:27,Autoplayed: user action: None; ,Fragman: The Mother,TRAILER,iPad Air 2 WiFi,00:00:28,00:00:28,TR (Turkey)
nergiz,2023-05-25 17:53:00,01:53:03,,Kurak Günler,,iPad Air 2 WiFi,02:06:53,02:06:53,TR (Turkey)
nergiz,2023-05-25 17:52:35,00:00:06,,Kurak Günler,,iPad Air 2 WiFi,02:06:53,Not latest view,TR (Turkey)
nergiz,2023-05-25 17:23:00,00:03:13,,Ölüme Eş: 1. Sezon: Ölülerin Arasında (Bölüm 1),,iPad Air 2 WiFi,00:03:04,Not latest view,TR (Turkey)
nergiz,2023-05-25 13:55:21,01:46:28,,Fedai,,iPad Air 2 WiFi,01:43:36,01:43:36,TR (Turkey)
nergiz,2023-05-25 12:04:14,01:12:13,,Kurak Günler,,iPad Air 2 WiFi,02:06:46,Not latest view,TR (Turkey)
nergiz,2023-05-25 08:25:44,00:00:38,Autoplayed: user action: None; ,Mini Dizi (Fragman): Kraliçe Kleopatra,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:38,00:00:38,TR (Turkey)
nergiz,2023-05-24 19:39:25,00:20:12,,Kurak Günler,,iPad Air 2 WiFi,00:55:31,Not latest view,TR (Turkey)
nergiz,2023-05-24 18:27:07,00:24:20,,Kurak Günler,,iPad Air 2 WiFi,00:35:39,Not latest view,TR (Turkey)
nergiz,2023-05-24 16:23:53,01:29:33,,Anneler Günü,,iPad Air 2 WiFi,01:28:04,01:28:04,TR (Turkey)
nergiz,2023-05-24 16:21:09,00:01:56,,Kurak Günler,,iPad Air 2 WiFi,00:12:18,Not latest view,TR (Turkey)
nergiz,2023-05-22 12:01:16,00:00:07,Autoplayed: user action: None; ,The Sentinel_hook_02_16x9,HOOK,Chrome PC (Cadmium),00:00:07,00:00:07,TR (Turkey)
nergiz,2023-05-22 11:18:31,00:00:42,Autoplayed: user action: None; ,High Crimes_hook_03_16x9,HOOK,Chrome PC (Cadmium),00:00:42,Not latest view,TR (Turkey)
nergiz,2023-05-22 11:18:03,00:10:26,,Kurak Günler,,Chrome PC (Cadmium),00:10:21,Not latest view,TR (Turkey)
nergiz,2023-05-22 08:08:27,00:00:23,Autoplayed: user action: None; ,Sadakat Yalanı (Kısa Video): Sadakat Yalanı,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:23,Not latest view,TR (Turkey)
nergiz,2023-05-22 08:04:06,00:00:58,Autoplayed: user action: None; ,Burning Days_hook_05_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:58,00:00:58,TR (Turkey)
nergiz,2023-05-22 08:02:50,00:00:58,Autoplayed: user action: None; ,Burning Days_hook_05_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:58,Not latest view,TR (Turkey)
nergiz,2023-05-12 15:34:50,00:00:06,Autoplayed: user action: None; ,1. Sezon (Kısa Video): The Diplomat,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:06,00:00:06,TR (Turkey)
nergiz,2023-05-06 20:03:19,02:11:10,,Hızlı ve Öfkeli 9,,iPad Air 2 WiFi,02:12:41,02:12:41,TR (Turkey)
nergiz,2023-05-05 21:26:17,00:00:12,Autoplayed: user action: None; ,Nitram_hook_03_16x9,HOOK,Chrome PC (Cadmium),00:00:12,00:00:12,TR (Turkey)
nergiz,2023-05-05 21:24:51,00:00:31,Autoplayed: user action: None; ,Supporting Character Clip: Oh Belinda,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,TR (Turkey)
nergiz,2023-05-05 21:23:42,00:00:09,Autoplayed: user action: None; ,El suplente_hook_01_16x9,HOOK,Chrome PC (Cadmium),00:00:19,Not latest view,TR (Turkey)
nergiz,2023-05-05 21:23:28,00:01:01,Autoplayed: user action: None; ,El suplente_hook_01_16x9,HOOK,Chrome PC (Cadmium),00:01:01,00:01:01,TR (Turkey)
nergiz,2023-05-05 21:22:47,00:00:24,Autoplayed: user action: None; ,2. Sezon (Kısa Video): Sweet Tooth,HOOK,Chrome PC (Cadmium),00:00:24,00:00:24,TR (Turkey)
nergiz,2023-05-05 21:22:31,00:00:12,Autoplayed: user action: None; ,Fragman: Queen Charlotte: A Bridgerton Story,TRAILER,Chrome PC (Cadmium),00:00:12,00:00:12,TR (Turkey)
nergiz,2023-05-05 21:22:09,00:00:20,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Cennete Hoş Geldiniz,HOOK,Chrome PC (Cadmium),00:00:20,00:00:20,TR (Turkey)
nergiz,2023-05-05 21:21:30,00:00:33,Autoplayed: user action: None; ,Requiem: Season 1_hook_01_16x9,HOOK,Chrome PC (Cadmium),00:00:33,00:00:33,TR (Turkey)
nergiz,2023-05-05 21:21:11,00:00:18,Autoplayed: user action: None; ,2. Sezon (Kısa Video): Cennete Hoş Geldiniz,HOOK,Chrome PC (Cadmium),00:00:18,00:00:18,TR (Turkey)
nergiz,2023-05-05 21:18:57,00:01:46,Autoplayed: user action: None; ,Biohackers: Season 1 - Upper Bound Clip 8,HOOK,Chrome PC (Cadmium),00:01:47,00:01:47,TR (Turkey)
nergiz,2023-05-05 21:18:07,00:00:31,Autoplayed: user action: None; ,Supporting Character Clip: Oh Belinda,HOOK,Chrome PC (Cadmium),00:00:31,Not latest view,TR (Turkey)
nergiz,2023-05-05 21:16:37,00:00:27,Autoplayed: user action: None; ,Müjdemi İsterim_hook_04_16x9,HOOK,Chrome PC (Cadmium),00:00:27,00:00:27,TR (Turkey)
nergiz,2023-05-05 21:16:07,00:00:08,Autoplayed: user action: None; ,1. Sezon (Fragman): The Diplomat,TRAILER,Chrome PC (Cadmium),00:00:08,Not latest view,TR (Turkey)
nergiz,2023-05-05 21:15:54,00:00:11,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Copenhagen Cowboy,HOOK,Chrome PC (Cadmium),00:00:24,00:00:24,TR (Turkey)
nergiz,2023-05-05 21:15:37,00:00:18,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Copenhagen Cowboy,HOOK,Chrome PC (Cadmium),00:00:25,Not latest view,TR (Turkey)
nergiz,2023-05-05 19:01:41,02:00:58,,Kimdim Ben?,,Chrome PC (Cadmium),02:02:59,02:02:59,TR (Turkey)
nergiz,2023-05-05 15:19:34,00:00:30,,Kimdim Ben?,,Chrome PC (Cadmium),00:00:30,Not latest view,TR (Turkey)
nergiz,2023-05-05 15:19:11,00:00:10,Autoplayed: user action: None; ,Kimdim Ben? (Kısa Video): Kimdim Ben?,HOOK,Chrome PC (Cadmium),00:00:10,00:00:10,TR (Turkey)
nergiz,2023-05-05 15:18:03,00:00:49,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Terzi,HOOK,Chrome PC (Cadmium),00:00:49,00:00:49,TR (Turkey)
nergiz,2023-05-05 15:17:59,00:00:05,Autoplayed: user action: None; ,2. Sezon (Fragman): Ateşböceği Yolu,TRAILER,Chrome PC (Cadmium),00:00:05,Not latest view,TR (Turkey)
nergiz,2023-05-05 15:17:46,00:00:10,,Terzi: 1. Sezon: 1. Bölüm (Bölüm 1),,Chrome PC (Cadmium),00:00:10,00:00:10,TR (Turkey)
nergiz,2023-05-05 15:17:37,00:01:03,Autoplayed: user action: None; ,2. Sezon (Fragman): Ateşböceği Yolu,TRAILER,Chrome PC (Cadmium),00:01:03,00:01:03,TR (Turkey)
nergiz,2023-05-05 05:59:35,00:00:33,Autoplayed: user action: None; ,2. Sezon (Kısa Video): Sweet Tooth,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:34,Not latest view,TR (Turkey)
nergiz,2023-05-05 05:58:29,00:00:43,Autoplayed: user action: None; ,1. Sezon (Fragman): The Diplomat,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:44,Not latest view,TR (Turkey)
nergiz,2023-05-05 05:56:44,00:00:49,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Terzi,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:49,Not latest view,TR (Turkey)
nergiz,2023-05-03 20:27:53,00:52:27,,Ham Elmaslar: 1. Sezon: 8. Bölüm (Bölüm 8),,iPad Air 2 WiFi,00:53:08,00:53:08,TR (Turkey)
nergiz,2023-05-03 19:36:32,00:50:56,,Ham Elmaslar: 1. Sezon: 7. Bölüm (Bölüm 7),,iPad Air 2 WiFi,00:51:07,00:51:07,TR (Turkey)
nergiz,2023-05-03 18:47:19,00:45:27,,Ham Elmaslar: 1. Sezon: 6. Bölüm (Bölüm 6),,iPad Air 2 WiFi,00:46:18,00:46:18,TR (Turkey)
nergiz,2023-05-03 17:15:57,00:54:03,,Ham Elmaslar: 1. Sezon: 5. Bölüm (Bölüm 5),,iPad Air 2 WiFi,00:52:16,00:52:16,TR (Turkey)
nergiz,2023-05-03 15:23:49,00:46:33,,Ham Elmaslar: 1. Sezon: 4. Bölüm (Bölüm 4),,iPad Air 2 WiFi,00:48:23,00:48:23,TR (Turkey)
nergiz,2023-05-03 14:35:09,00:46:57,,Ham Elmaslar: 1. Sezon: 3. Bölüm (Bölüm 3),,iPad Air 2 WiFi,00:48:38,00:48:38,TR (Turkey)
nergiz,2023-05-02 19:51:57,00:52:07,,Ham Elmaslar: 1. Sezon: 2. Bölüm (Bölüm 2),,iPad Air 2 WiFi,00:52:59,00:52:59,TR (Turkey)
nergiz,2023-05-02 19:02:25,00:49:24,,Ham Elmaslar: 1. Sezon: 1. Bölüm (Bölüm 1),,iPad Air 2 WiFi,00:49:55,00:49:55,TR (Turkey)
nergiz,2023-04-28 19:58:18,00:19:47,,Hassasiyet,,iPad Air 2 WiFi,00:33:50,00:33:50,TR (Turkey)
nergiz,2023-04-26 19:57:14,00:12:32,,Hassasiyet,,Apple iPhone SE Gen 2 iPhone,00:14:02,Not latest view,TR (Turkey)
nergiz,2023-04-26 19:56:35,00:00:08,Autoplayed: user action: None; ,Piaggio_hook_05_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:08,00:00:08,TR (Turkey)
nergiz,2023-04-26 19:56:22,00:00:06,Autoplayed: user action: None; ,The Western Condominium_hook_primary_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:06,00:00:06,TR (Turkey)
nergiz,2023-04-26 19:55:54,00:00:27,Autoplayed: user action: None; ,Our Family Three More_hook_primary_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:27,00:00:27,TR (Turkey)
nergiz,2023-04-26 19:54:53,00:00:59,Autoplayed: user action: None; ,The Western Condominium_hook_primary_16x9,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:59,Not latest view,TR (Turkey)
nergiz,2023-04-26 19:53:12,00:00:58,Autoplayed: user action: None; ,Mini Dizi (Kısa Video): Obsession,HOOK,Apple iPhone SE Gen 2 iPhone,00:00:58,00:00:58,TR (Turkey)
nergiz,2023-04-26 19:52:28,00:00:27,Autoplayed: user action: None; ,Fragman: Kimdim Ben?,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:28,00:00:28,TR (Turkey)
nergiz,2023-04-26 19:52:10,00:00:15,Autoplayed: user action: None; ,Fragman: Kimdim Ben?,TRAILER,Apple iPhone SE Gen 2 iPhone,00:00:16,Not latest view,TR (Turkey)
nergiz,2023-04-26 19:26:23,00:25:08,,Açlık,,Apple iPhone SE Gen 2 iPhone,02:17:29,02:17:29,TR (Turkey)
nergiz,2023-04-26 19:02:15,00:01:15,,Açlık,,Apple iPhone SE Gen 2 iPhone,01:51:21,Not latest view,TR (Turkey)
nergiz,2023-04-26 17:26:10,00:55:57,,Açlık,,iPad Air 2 WiFi,01:50:16,Not latest view,TR (Turkey)
nergiz,2023-04-25 22:04:44,00:24:16,,Açlık,,iPad Air 2 WiFi,00:52:34,Not latest view,TR (Turkey)
nergiz,2023-04-25 18:14:22,00:17:19,,Açlık,,iPad Air 2 WiFi,00:26:47,Not latest view,TR (Turkey)
nergiz,2023-04-25 17:14:07,00:10:06,,Açlık,,iPad Air 2 WiFi,00:09:57,Not latest view,TR (Turkey)
nergiz,2023-04-24 19:58:49,01:43:39,,Mucize,,iPad Air 2 WiFi,01:42:53,01:42:53,TR (Turkey)
nergiz,2023-04-24 19:57:33,00:01:07,,Kafamdaki Sesler,,iPad Air 2 WiFi,00:00:16,00:00:16,TR (Turkey)
nergiz,2023-04-24 19:56:13,00:01:05,,The Gray Man,,iPad Air 2 WiFi,00:58:41,00:58:41,TR (Turkey)
nergiz,2023-04-23 20:56:05,00:26:36,,Ada ve Maestro: 1. Sezon: Dua (Bölüm 3),,iPad Air 2 WiFi,00:43:27,Not latest view,TR (Turkey)
nergiz,2023-04-23 19:02:46,00:16:40,,Ada ve Maestro: 1. Sezon: Dua (Bölüm 3),,iPad Air 2 WiFi,00:16:50,Not latest view,TR (Turkey)
nergiz,2023-04-23 18:37:29,00:25:09,,Ada ve Maestro: 1. Sezon: İnkâr (Bölüm 2),,iPad Air 2 WiFi,00:49:34,00:49:34,TR (Turkey)
nergiz,2023-04-19 21:19:03,00:03:22,,Ada ve Maestro: 1. Sezon: Dua (Bölüm 3),,iPad Air 2 WiFi,00:05:53,Not latest view,TR (Turkey)
nergiz,2023-04-19 21:13:36,00:04:05,,Ada ve Maestro: 1. Sezon: İnkâr (Bölüm 2),,iPad Air 2 WiFi,00:23:35,Not latest view,TR (Turkey)
nergiz,2023-04-19 20:11:56,00:47:08,,Ada ve Maestro: 1. Sezon: Clair De Lune (Bölüm 1),,iPad Air 2 WiFi,00:52:36,00:52:36,TR (Turkey)
nergiz,2023-04-15 17:20:54,00:02:09,,Mucize,,iPad Air 2 WiFi,01:13:56,Not latest view,TR (Turkey)
nergiz,2023-04-15 14:31:08,01:35:51,,Görüngü,,iPad Air 2 WiFi,01:29:52,01:29:52,TR (Turkey)
nergiz,2023-03-30 20:16:00,00:04:20,,Kafamdaki Sesler,,iPad Air 2 WiFi,00:07:31,Not latest view,TR (Turkey)
nergiz,2023-03-30 20:12:53,00:00:37,,The Gray Man,,iPad Air 2 WiFi,00:57:35,Not latest view,TR (Turkey)
nergiz,2023-03-29 19:40:24,00:20:41,,Headspace: Meditasyon Rehberi: 1. Sezon: Stresle Baş Etmek (Bölüm 4),,iPad Air 2 WiFi,00:19:11,00:19:11,TR (Turkey)
nergiz,2023-03-29 19:39:10,00:01:11,,Headspace: Meditasyon Rehberi: 1. Sezon: Hayata Âşık Olmak (Bölüm 3),,iPad Air 2 WiFi,00:21:34,00:21:34,TR (Turkey)
nergiz,2023-03-28 20:12:17,00:00:39,,Biz Kimden Kaçıyorduk Anne?: Mini Dizi: 1. Bölüm (Bölüm 1),,iPad Air 2 WiFi,00:08:29,00:08:29,TR (Turkey)
nergiz,2023-03-23 18:47:32,01:34:32,,Şark Vaatleri,,iPad Air 2 WiFi,01:35:42,01:35:42,TR (Turkey)
nergiz,2023-03-23 18:40:41,00:03:09,,Kafamdaki Sesler,,iPad Air 2 WiFi,00:03:10,Not latest view,TR (Turkey)
nergiz,2023-03-23 17:47:15,00:00:04,,Luther: Batan Güneş,,iPad Air 2 WiFi,00:30:40,00:30:40,TR (Turkey)
nergiz,2023-03-23 17:43:35,00:00:30,,The Soul,,iPad Air 2 WiFi,00:54:08,00:54:08,TR (Turkey)
nergiz,2023-03-20 20:24:41,00:39:40,,Filler Aşkına,,iPad Air 2 WiFi,00:39:31,00:39:31,TR (Turkey)
nergiz,2023-03-20 20:10:36,00:13:38,,The Falls,,iPad Air 2 WiFi,02:04:36,02:04:36,TR (Turkey)
nergiz,2023-03-20 20:04:29,00:05:54,,Her Şey Her Yerde Aynı Anda,,iPad Air 2 WiFi,00:12:18,00:12:18,TR (Turkey)
nergiz,2023-03-19 16:58:07,02:07:24,,Luther: Batan Güneş,,Chrome PC (Cadmium),02:02:53,Not latest view,TR (Turkey)
nergiz,2023-03-19 16:57:47,00:00:13,Autoplayed: user action: None; ,Luther: Batan Güneş (Kısa Video): Luther: Batan Güneş,HOOK,Chrome PC (Cadmium),00:00:13,00:00:13,TR (Turkey)
nergiz,2023-03-19 16:57:37,00:00:05,Autoplayed: user action: None; ,Pornhub'ın Milyar Dolarlık Hikâyesi (Kısa Video): Pornhub'ın Milyar Dolarlık Hikâyesi,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,TR (Turkey)
nergiz,2023-03-19 16:49:18,00:07:07,,The Soul,,Chrome PC (Cadmium),00:53:37,Not latest view,TR (Turkey)
nergiz,2023-03-19 16:48:59,00:00:12,Autoplayed: user action: None; ,Fragman: The Soul,TRAILER,Chrome PC (Cadmium),00:00:13,00:00:13,TR (Turkey)
nergiz,2023-03-19 16:47:38,00:00:14,Autoplayed: user action: None; ,Vakit Varken (Kısa Video): Vakit Varken,HOOK,Chrome PC (Cadmium),00:00:14,00:00:14,TR (Turkey)
nergiz,2023-03-19 16:47:17,00:00:11,Autoplayed: user action: None; ,Kafamdaki Sesler (Kısa Video): Kafamdaki Sesler,HOOK,Chrome PC (Cadmium),00:00:11,00:00:11,TR (Turkey)
nergiz,2023-03-19 16:46:50,00:00:25,Autoplayed: user action: None; ,Pornhub'ın Milyar Dolarlık Hikâyesi (Kısa Video): Pornhub'ın Milyar Dolarlık Hikâyesi,HOOK,Chrome PC (Cadmium),00:00:00,Not latest view,TR (Turkey)
nergiz,2023-03-19 16:46:31,00:00:13,Autoplayed: user action: None; ,Sihirbazın Fili (Kısa Video): Sihirbazın Fili,HOOK,Chrome PC (Cadmium),00:00:13,00:00:13,TR (Turkey)
nergiz,2023-03-19 16:46:08,00:00:22,Autoplayed: user action: None; ,1. Sezon (2. Kısa Video): The Recruit,HOOK,Chrome PC (Cadmium),00:00:22,00:00:22,TR (Turkey)
nergiz,2023-03-19 16:45:57,00:00:05,Autoplayed: user action: None; ,1. Sezon (Fragman): Ada ve Maestro,TRAILER,Chrome PC (Cadmium),00:00:05,00:00:05,TR (Turkey)
nergiz,2023-03-19 15:24:27,00:53:25,,The Recruit: 1. Sezon: O.H.D.K. (Bölüm 8),,Chrome PC (Cadmium),00:53:07,00:53:07,TR (Turkey)
nergiz,2023-03-19 13:57:33,00:56:07,,The Recruit: 1. Sezon: İ.D.C.C.M.K. (Bölüm 7),,Chrome PC (Cadmium),00:55:18,00:55:18,TR (Turkey)
nergiz,2023-03-19 13:03:13,00:50:54,,The Recruit: 1. Sezon: S.S. (Bölüm 6),,Chrome PC (Cadmium),00:51:22,00:51:22,TR (Turkey)
nergiz,2023-03-19 12:00:26,00:47:24,,The Recruit: 1. Sezon: G.B.S.S. (Bölüm 5),,Chrome PC (Cadmium),00:48:11,00:48:11,TR (Turkey)
nergiz,2023-03-19 11:04:12,00:53:24,,The Recruit: 1. Sezon: B.A.C.O.Y. (Bölüm 4),,Chrome PC (Cadmium),00:54:03,00:54:03,TR (Turkey)
nergiz,2023-03-19 09:22:07,00:50:49,,The Recruit: 1. Sezon: N.Y.H.B.Y. (Bölüm 3),,Chrome PC (Cadmium),00:51:12,00:51:12,TR (Turkey)
nergiz,2023-03-19 08:21:57,00:56:37,,The Recruit: 1. Sezon: A.K.B.E. (Bölüm 2),,Chrome PC (Cadmium),00:55:00,00:55:00,TR (Turkey)
nergiz,2023-03-19 07:16:01,00:03:00,,The Falls,,Apple iPhone SE Gen 2 iPhone,01:49:57,Not latest view,TR (Turkey)
nergiz,2023-03-19 07:14:36,00:00:32,,The Recruit: 1. Sezon: B.C.D.B.A. (Bölüm 1),,Apple iPhone SE Gen 2 iPhone,00:03:12,00:03:12,TR (Turkey)
